timestamp,location-long,location-lat
2010-02-03 06:15:26,33.903,-1.209
2010-02-03 07:10:42,33.457,-1.107
2010-02-03 07:57:46,33.953,-1.285
2010-02-03 10:50:59,33.868,-1.192
2010-02-03 11:34:15,33.766,-1.205
2010-02-03 12:31:27,33.898,-1.214
2010-02-03 14:06:20,33.755,-1.176
2010-02-03 15:18:31,33.931999999999995,-1.224
2010-02-03 14:06:57,42.629,16.671
2010-02-03 18:15:10,42.601000000000006,16.619
2010-02-03 18:56:19,42.605,16.625
2010-02-03 21:55:35,42.56,16.595
2010-02-03 22:35:42,42.54,16.601
2010-02-03 23:36:45,42.563,16.57
2010-02-03 15:24:03,32.376999999999995,29.753
2010-02-03 18:18:52,32.391,29.576
2010-02-03 19:00:41,32.375,29.561
2010-02-03 23:30:00,32.346,29.587
2010-02-03 11:48:40,28.843000000000004,40.982
2010-02-03 13:31:50,4.723,37.008
2010-02-03 01:26:18,38.727,7.946000000000001
2010-02-03 03:06:34,38.726,7.996
2010-02-03 04:11:33,38.759,7.9
2010-02-03 18:14:27,38.729,7.943
2010-02-03 18:55:02,38.72,7.931
2010-02-03 19:53:29,38.732,7.939
2010-02-03 22:38:37,38.716,7.96
2010-02-03 23:37:11,38.735,7.939
2010-02-03 06:15:57,32.811,-1.805
2010-02-03 07:11:57,32.817,-1.808
2010-02-03 07:56:54,32.856,-1.817
2010-02-03 10:48:38,32.595,-1.835
2010-02-03 11:34:12,32.812,-1.801
2010-02-03 12:34:04,32.803000000000004,-1.831
2010-02-03 14:06:06,32.825,-1.79
2010-02-03 15:14:32,32.801,-1.796
2010-02-03 14:07:22,32.531,6.855
2010-02-03 18:56:44,32.528,6.8629999999999995
2010-02-03 19:55:21,32.525,6.862
2010-02-03 23:36:56,32.523,6.861000000000001
2010-02-03 12:30:23,31.925,-1.761
2010-02-03 14:05:53,32.048,-1.778
2010-02-03 15:13:49,31.993000000000002,-1.815
2010-02-03 15:43:43,32.57,-1.931
2010-02-03 18:11:35,32.158,-1.814
2010-02-03 18:53:40,32.154,-1.811
2010-02-03 19:52:04,32.171,-1.817
2010-02-03 22:41:45,32.128,-1.807
2010-02-03 12:33:45,33.885999999999996,-1.219
2010-02-03 14:05:27,33.89,-1.217
2010-02-03 15:15:21,33.891,-1.217
2010-02-03 18:09:32,33.879,-1.207
2010-02-03 19:51:36,33.865,-1.209
2010-02-03 22:38:52,33.867,-1.197
2010-02-03 23:38:15,33.867,-1.195
2010-02-03 00:30:10,34.45,-0.276
2010-02-03 02:31:25,34.461999999999996,-0.26899999999999996
2010-02-03 03:07:13,34.448,-0.271
2010-02-03 04:11:56,34.567,-0.28300000000000003
2010-02-03 18:12:52,34.531,-0.254
2010-02-03 18:54:17,34.525999999999996,-0.254
2010-02-03 19:52:51,34.547,-0.23399999999999999
2010-02-03 22:39:06,34.53,-0.25
2010-02-03 23:39:32,34.542,-0.255
2010-02-03 06:19:54,29.276,-0.599
2010-02-03 07:11:50,29.378,-0.635
2010-02-03 07:55:34,29.381,-0.6559999999999999
2010-02-03 10:51:01,29.369,-0.609
2010-02-03 11:36:13,29.374000000000002,-0.633
2010-02-03 12:31:41,29.426,-0.644
2010-02-03 14:05:00,29.413,-0.629
2010-02-03 15:13:40,29.416999999999998,-0.6409999999999999
2010-02-03 15:44:10,29.421,-0.637
2010-02-03 16:52:32,29.337,-0.616
2010-02-03 12:33:02,31.927,-1.3430000000000002
2010-02-03 14:05:56,31.88,-1.3119999999999998
2010-02-03 15:15:19,31.896,-1.338
2010-02-03 15:47:15,31.825,-1.329
2010-02-03 18:11:28,31.936999999999998,-1.3330000000000002
2010-02-03 18:53:38,31.932,-1.284
2010-02-03 19:52:34,31.989,-1.262
2010-02-03 22:42:09,32.032,-1.266
2010-02-03 23:38:36,31.991,-1.254
2010-02-03 06:13:12,39.434,15.804
2010-02-03 07:08:20,39.439,15.833
2010-02-03 07:52:54,39.382,15.817
2010-02-03 10:55:45,39.426,15.796
2010-02-03 11:39:01,39.459,15.754000000000001
2010-02-03 14:10:31,39.427,15.754000000000001
2010-02-03 15:20:11,39.363,15.741
2010-02-03 07:08:29,32.495,29.932
2010-02-03 07:52:38,32.122,29.7
2010-02-03 10:58:01,32.625,29.875
2010-02-03 11:38:31,32.816,30.021
2010-02-03 15:22:56,32.741,30.064
2010-02-03 06:11:08,52.353,16.348
2010-02-03 09:16:44,52.427,16.401
2010-02-03 09:54:55,52.263999999999996,16.299
2010-02-03 10:53:51,52.37,16.37
2010-02-03 12:28:40,52.428999999999995,16.333
2010-02-03 13:36:40,52.387,16.311
2010-02-03 14:07:54,52.278,16.339000000000002
2010-02-03 15:18:52,52.276,16.144000000000002
2010-02-03 17:18:24,52.255,16.218
