timestamp,location-long,location-lat
2010-09-20 14:10:24,29.987,31.131999999999998
2010-09-20 15:23:50,29.831,31.103
2010-09-20 19:15:37,28.534000000000002,30.375999999999998
2010-09-20 23:09:42,29.804000000000002,31.093000000000004
2010-09-20 23:23:10,29.805999999999997,31.101
2010-09-20 00:50:43,24.89,60.16
2010-09-20 01:02:15,25.115,60.098
2010-09-20 02:32:30,24.9,60.155
2010-09-20 03:52:20,25.151999999999997,60.369
2010-09-20 04:11:58,24.568,60.135
2010-09-20 04:24:01,24.2,60.285
2010-09-20 04:29:30,24.573,60.263999999999996
2010-09-20 19:29:49,24.836,60.153999999999996
2010-09-20 01:27:12,38.869,8.064
2010-09-20 03:05:36,39.163000000000004,8.042
2010-09-20 04:10:35,38.738,8.068
2010-09-20 05:53:15,38.757,8.227
2010-09-20 06:27:38,38.805,8.046
2010-09-20 07:08:48,38.904,8.061
2010-09-20 10:31:42,38.951,8.052
2010-09-20 10:43:10,38.83,8.054
2010-09-20 03:02:54,32.391999999999996,31.191999999999997
2010-09-20 04:08:09,32.066,31.179000000000002
2010-09-20 18:12:59,31.463,30.965
2010-09-20 19:18:24,32.428000000000004,31.153000000000002
2010-09-20 23:08:59,32.427,31.151999999999997
2010-09-20 23:21:55,32.427,31.151999999999997
2010-09-20 03:08:04,33.92,-1.177
2010-09-20 04:15:39,33.964,-1.224
2010-09-20 06:32:59,33.893,-1.205
2010-09-20 07:09:18,33.909,-1.21
2010-09-20 08:11:02,33.899,-1.213
2010-09-20 10:40:40,33.894,-1.206
2010-09-20 12:14:16,39.434,15.805
2010-09-20 14:07:17,39.417,15.790999999999999
2010-09-20 15:21:04,39.446,15.732999999999999
2010-09-20 18:09:30,39.427,15.728
2010-09-20 19:15:00,39.43,15.741
2010-09-20 23:12:38,39.453,15.727
2010-09-20 23:25:12,39.485,15.712
2010-09-20 06:33:20,32.869,-1.825
2010-09-20 07:10:41,32.871,-1.883
2010-09-20 08:14:05,32.908,-1.751
2010-09-20 10:42:48,32.875,-1.69
2010-09-20 12:10:27,32.806999999999995,-1.815
2010-09-20 12:23:02,32.819,-1.808
2010-09-20 14:05:19,32.806,-1.805
2010-09-20 15:44:39,32.917,-1.558
2010-09-20 03:00:21,33.314,31.208000000000002
2010-09-20 04:08:24,33.416,31.127
2010-09-20 23:10:12,33.342,31.134
2010-09-20 23:24:12,33.367,31.12
2010-09-20 23:08:56,33.403,31.128
2010-09-20 23:23:26,33.391999999999996,31.134
2010-09-20 12:31:45,24.445999999999998,59.623999999999995
2010-09-20 12:41:45,26.275,59.284
2010-09-20 14:24:14,26.313000000000002,59.33
2010-09-20 15:06:19,26.625999999999998,59.53
2010-09-20 15:34:20,26.513,59.474
2010-09-20 19:30:12,26.538,59.466
2010-09-20 23:09:29,26.538,59.496
2010-09-20 06:26:43,30.085,31.125999999999998
2010-09-20 02:59:53,29.364,31.316999999999997
2010-09-20 04:09:30,30.081,31.301
2010-09-20 19:15:39,29.019000000000002,30.61
2010-09-20 23:25:26,29.803,31.122
2010-09-20 07:22:59,19.915,54.821999999999996
2010-09-20 07:51:06,19.66,54.828
2010-09-20 07:55:38,19.777,54.864
2010-09-20 08:35:25,19.94,54.849
2010-09-20 09:00:17,19.737000000000002,54.766000000000005
2010-09-20 12:28:21,19.885,54.63399999999999
2010-09-20 12:43:14,19.908,54.635
2010-09-20 12:56:08,19.858,54.638999999999996
2010-09-20 17:16:32,19.958,54.641000000000005
